test,n_monetary_events,sortino,cagr,mdd,avg_position
family_compression,3,0.2105298736454177,0.05424930836020847,-0.33717284428360483,0.7529600725850838
top_5_removal,15,0.2941839801279578,0.06690823907519605,-0.33717284428360483,0.7222296210660499
bucket_cap_30pct,20,0.26807251219577494,0.06298023623962434,-0.33717284428360483,0.7083249160765529
