version,n_events,sortino,cagr,mdd,avg_position,benchmark_sortino
V4,9,1.158572229600253,0.1598915438661317,-0.20268394783484522,0.7871953198365979,0.8359160276243035
V5,38,0.23115398457391745,0.05747260113985986,-0.33717284428360483,0.6726246797787626,0.8359160276243035
