version,sortino,downside_dev,cvar_95,monthly_mdd_mean,monthly_mdd_worst
V5,0.23115398457391745,0.14169512940746345,-0.03122429505377112,-0.03733774246238357,-0.2831904874649839
V5_Becker,0.24072920195429112,0.14160570653810045,-0.03122429505377112,-0.0371509806596164,-0.2831904874649839
V5_Becker_top5,0.3052219633734128,0.14284915692236844,-0.031261037034474054,-0.03864651976157261,-0.2831904874649839
V5_Becker_cap30,0.27884713889273827,0.14221504382977743,-0.03122429505377112,-0.03810387793534323,-0.2831904874649839
V5_Becker_top5_cap,0.32321187680490937,0.14313473306967237,-0.031261037034474054,-0.039115875609963595,-0.2831904874649839
V5+Becker+Kelly25,0.6959681523183717,0.1636973779656668,-0.0350414493720097,-0.049223966427425235,-0.2831904874649839
V5+Becker+Kelly50,4.599046502337798,0.26798487781649677,-0.052153419118807484,-0.06490247148898734,-0.3621271656874687
V5+Becker+Kelly,0.08869018094137701,0.194961620694563,-0.04047393345125073,-0.054488455025082025,-0.29917334477782465
