version,calibration,n_events,sortino,cagr,mdd,avg_position
V5,off,38,0.23115398457391745,0.05747260113985986,-0.33717284428360483,0.6726246797787626
V5_Becker,enabled,38,0.24072920195429112,0.05890481114526436,-0.33717284428360483,0.6692292261983719
