event_id,date,weighted_average,max,difference,proxy_1_question,proxy_1_probability,proxy_2_question,proxy_2_probability
us_debt_ceiling_2023,2023-04-24,0.411792,0.61037,0.198578,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.61037,Will the US debt ceiling be raised by the end of May 2023?,0.213213
us_debt_ceiling_2023,2023-04-25,0.445,0.69,0.245,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.69,Will the US debt ceiling be raised by the end of May 2023?,0.2
us_debt_ceiling_2023,2023-04-26,0.433171,0.69,0.256828,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.69,Will the US debt ceiling be raised by the end of May 2023?,0.176343
us_debt_ceiling_2023,2023-04-27,0.420974,0.69,0.269025,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.69,Will the US debt ceiling be raised by the end of May 2023?,0.151949
us_debt_ceiling_2023,2023-04-28,0.43785,0.69,0.25215,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.69,Will the US debt ceiling be raised by the end of May 2023?,0.1857
us_debt_ceiling_2023,2023-04-29,0.35,0.55,0.2,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.55,Will the US debt ceiling be raised by the end of May 2023?,0.15
us_debt_ceiling_2023,2023-04-30,0.35,0.55,0.2,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.55,Will the US debt ceiling be raised by the end of May 2023?,0.15
us_debt_ceiling_2023,2023-05-01,0.361059,0.55,0.188941,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.55,Will the US debt ceiling be raised by the end of May 2023?,0.172118
us_debt_ceiling_2023,2023-05-02,0.501919,0.738377,0.236458,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.738377,Will the US debt ceiling be raised by the end of May 2023?,0.26546
us_debt_ceiling_2023,2023-05-03,0.565,0.75,0.185,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.75,Will the US debt ceiling be raised by the end of May 2023?,0.38
us_debt_ceiling_2023,2023-05-04,0.523679,0.75,0.226321,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.75,Will the US debt ceiling be raised by the end of May 2023?,0.297359
us_debt_ceiling_2023,2023-05-05,0.557628,0.75,0.192372,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.75,Will the US debt ceiling be raised by the end of May 2023?,0.365256
us_debt_ceiling_2023,2023-05-06,0.525,0.75,0.225,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.75,Will the US debt ceiling be raised by the end of May 2023?,0.3
us_debt_ceiling_2023,2023-05-07,0.523436,0.748111,0.224675,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.748111,Will the US debt ceiling be raised by the end of May 2023?,0.298761
us_debt_ceiling_2023,2023-05-08,0.541968,0.752831,0.210863,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.752831,Will the US debt ceiling be raised by the end of May 2023?,0.331105
us_debt_ceiling_2023,2023-05-09,0.544674,0.755206,0.210532,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.755206,Will the US debt ceiling be raised by the end of May 2023?,0.334142
us_debt_ceiling_2023,2023-05-10,0.527989,0.756479,0.22849,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.756479,Will the US debt ceiling be raised by the end of May 2023?,0.299499
us_debt_ceiling_2023,2023-05-11,0.531107,0.76,0.228893,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.76,Will the US debt ceiling be raised by the end of May 2023?,0.302214
us_debt_ceiling_2023,2023-05-12,0.532342,0.761626,0.229285,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.761626,Will the US debt ceiling be raised by the end of May 2023?,0.303057
us_debt_ceiling_2023,2023-05-13,0.494223,0.7,0.205777,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.7,Will the US debt ceiling be raised by the end of May 2023?,0.288446
us_debt_ceiling_2023,2023-05-14,0.560003,0.779034,0.219031,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.779034,Will the US debt ceiling be raised by the end of May 2023?,0.340972
us_debt_ceiling_2023,2023-05-15,0.550662,0.784805,0.234143,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.784805,Will the US debt ceiling be raised by the end of May 2023?,0.316518
us_debt_ceiling_2023,2023-05-16,0.533042,0.75573,0.222688,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.75573,Will the US debt ceiling be raised by the end of May 2023?,0.310353
us_debt_ceiling_2023,2023-05-17,0.598282,0.796563,0.198281,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.796563,Will the US debt ceiling be raised by the end of May 2023?,0.4
us_debt_ceiling_2023,2023-05-18,0.623619,0.845007,0.221388,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.845007,Will the US debt ceiling be raised by the end of May 2023?,0.40223
us_debt_ceiling_2023,2023-05-19,0.621288,0.862576,0.241288,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.862576,Will the US debt ceiling be raised by the end of May 2023?,0.38
us_debt_ceiling_2023,2023-05-20,0.585243,0.840794,0.255551,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.840794,Will the US debt ceiling be raised by the end of May 2023?,0.329692
us_debt_ceiling_2023,2023-05-21,0.580206,0.845007,0.264801,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.845007,Will the US debt ceiling be raised by the end of May 2023?,0.315404
us_debt_ceiling_2023,2023-05-22,0.631435,0.845794,0.214359,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.845794,Will the US debt ceiling be raised by the end of May 2023?,0.417076
us_debt_ceiling_2023,2023-05-23,0.64601,0.874938,0.228928,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.874938,Will the US debt ceiling be raised by the end of May 2023?,0.417081
us_debt_ceiling_2023,2023-05-24,0.665435,0.876703,0.211268,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.876703,Will the US debt ceiling be raised by the end of May 2023?,0.454166
us_debt_ceiling_2023,2023-05-25,0.690713,0.9,0.209287,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.9,Will the US debt ceiling be raised by the end of May 2023?,0.481426
us_debt_ceiling_2023,2023-05-26,0.5665,0.922999,0.356499,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.922999,Will the US debt ceiling be raised by the end of May 2023?,0.21
us_debt_ceiling_2023,2023-05-27,0.534379,0.918758,0.384379,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.918758,Will the US debt ceiling be raised by the end of May 2023?,0.15
us_debt_ceiling_2023,2023-05-28,0.517806,0.970683,0.452877,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.970683,Will the US debt ceiling be raised by the end of May 2023?,0.064928
us_debt_ceiling_2023,2023-05-29,0.51683,0.971468,0.454638,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.971468,Will the US debt ceiling be raised by the end of May 2023?,0.062193
us_debt_ceiling_2023,2023-05-30,0.497092,0.962586,0.465494,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.962586,Will the US debt ceiling be raised by the end of May 2023?,0.031599
us_debt_ceiling_2023,2023-05-31,0.494914,0.98195,0.487036,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.98195,Will the US debt ceiling be raised by the end of May 2023?,0.007877
us_debt_ceiling_2023,2023-06-01,0.495134,0.984181,0.489047,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.984181,Will the US debt ceiling be raised by the end of May 2023?,0.006088
us_debt_ceiling_2023,2023-06-02,0.993386,0.993386,0.0,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.993386,Will the US debt ceiling be raised by the end of May 2023?,
us_debt_ceiling_2023,2023-06-03,0.998053,0.998053,0.0,"Will the US debt ceiling be raised by the end of June 2023? (M$10,000 subsidy)",0.998053,Will the US debt ceiling be raised by the end of May 2023?,
china_taiwan_2024,2023-04-06,0.13,0.13,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.13,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-07,0.15,0.15,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.15,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-08,0.15,0.15,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.15,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-09,0.15,0.15,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.15,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-10,0.15,0.15,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.15,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-11,0.15,0.15,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.15,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-12,0.167544,0.167544,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.167544,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-13,0.167544,0.167544,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.167544,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-14,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-15,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-16,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-17,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-18,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-19,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-20,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-21,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-22,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-23,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-24,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-25,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-26,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-27,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-28,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-29,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-04-30,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-01,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-02,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-03,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-04,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-05,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-06,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-07,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-08,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-09,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-10,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-11,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-12,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-13,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-14,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-15,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-16,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-17,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-18,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-19,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-20,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-21,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-22,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-23,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-24,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-25,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-26,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-27,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-28,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-29,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-30,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-05-31,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-01,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-02,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-03,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-04,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-05,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-06,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-07,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-08,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-09,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-10,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-11,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-12,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-13,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-14,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-15,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-16,0.154933,0.154933,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.154933,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-17,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-18,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-19,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-20,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-21,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-22,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-23,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-24,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-25,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-26,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-27,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-28,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-29,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-06-30,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
china_taiwan_2024,2023-07-01,0.096753,0.096753,0.0,Will China inspecting ships in the Taiwan strait escalate to an armed conflict before 2024?,0.096753,[ACX 2024] Will there be 10 or more armed forces conflict deaths between China and Taiwan in 2024?,
