scenario,cagr,max_drawdown,sortino,avg_position
lower_hazard,0.17773008302707805,-0.20506248951317085,1.2819842261209702,0.8468413990641022
base,0.17843923814756701,-0.20268394783484522,1.2962086399556272,0.8408894064296923
higher_hazard,0.1790558977420016,-0.20078466840243725,1.3074066277475187,0.8364988574514113
